id,cost,status
718,6382065,0
719,6382065,0
720,2000000,0
721,2000000,0
722,2000000,0
723,2000000,0
724,2000000,0
725,2000000,0
726,2000000,0
727,2000000,0
728,2000000,0
729,2000000,0
730,2000000,0
731,2000000,0
732,2000000,0
733,11891601,0
734,11891601,0
735,11891601,0
736,2000000,0
737,2000000,0
738,2000000,0
739,2000000,0
740,2000000,0
741,2000000,0
742,11661322,0
743,22949662,0
744,40131632,0
745,40131632,0
746,45838996,0
747,45750288,0
748,39365252,0
749,46903688,0
750,29420632,0
751,23740714,0
752,23740714,0
753,23122932,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,9217326,0
760,9217326,0
761,0,0
762,0,0
763,0,0
764,2000000,0
765,6382065,0
766,0,0
767,2000000,0
768,2000000,0
769,2000000,0
770,2000000,0
771,2000000,0
772,2000000,0
773,2000000,0
774,2000000,0
775,2000000,0
776,2000000,0
777,2000000,0
778,2000000,0
779,2000000,0
780,10305576,0
781,10305576,0
782,10305576,0
783,2000000,0
784,2000000,0
785,2000000,0
786,2000000,0
787,2000000,0
788,2000000,0
789,11661322,0
790,22949662,0
791,37131292,0
792,37709984,0
793,45838996,0
794,45838996,0
795,39365252,0
796,39365252,0
797,25710812,0
798,25710812,0
799,25410258,0
800,26121600,0
801,23122932,0
802,0,0
803,0,0
804,0,0
805,2000000,0
806,9217326,0
807,9217326,0
808,2000000,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,2000000,0
815,2000000,0
816,2000000,0
817,2000000,0
818,2000000,0
819,2000000,0
820,2000000,0
821,2000000,0
822,2000000,0
823,2000000,0
824,2000000,0
825,2000000,0
826,2000000,0
827,10305576,0
828,10305576,0
829,10305576,0
830,2000000,0
831,2000000,0
832,2000000,0
833,2000000,0
834,2000000,0
835,2000000,0
836,11661322,0
837,31794524,0
838,37131292,0
839,40131632,0
840,45838996,0
841,45750288,0
842,39365252,0
843,39365252,0
844,25710812,0
845,25410258,0
846,26121600,0
847,26121600,0
848,0,0
849,2000000,0
850,2000000,0
851,9217326,0
852,9217326,0
853,9217326,0
854,0,0
855,0,0
856,0,0
857,0,0
858,6627270,0
859,2000000,0
860,2000000,0
861,2000000,0
862,2000000,0
863,2000000,0
864,2000000,0
865,2000000,0
866,2000000,0
867,2000000,0
868,2000000,0
869,2000000,0
870,2000000,0
871,2000000,0
872,10305576,0
873,10305576,0
874,10305576,0
875,2000000,0
876,2000000,0
877,2000000,0
878,2000000,0
879,2000000,0
880,2000000,0
881,17180838,0
882,41648180,0
883,39678764,0
884,41577452,0
885,45750288,0
886,45750288,0
887,33071778,0
888,39365252,0
889,25710812,0
890,26924078,0
891,26924078,0
892,26817942,0
893,13097936,0
894,0,0
895,2000000,0
896,2000000,0
897,0,0
898,0,0
899,0,0
900,2000000,0
901,2000000,0
902,0,0
903,0,0
904,2000000,0
905,2000000,0
906,2000000,0
907,2000000,0
908,2000000,0
909,2000000,0
910,2000000,0
911,2000000,0
912,2000000,0
913,2000000,0
914,2000000,0
915,2000000,0
916,2000000,0
917,10305576,0
918,10305576,0
919,10305576,0
920,2000000,0
921,2000000,0
922,2000000,0
923,2000000,0
924,2000000,0
925,2000000,0
926,17180838,0
927,41648180,0
928,41648180,0
929,41577452,0
930,45750288,0
931,41577452,0
932,33071778,0
933,39365252,0
934,25710812,0
935,26924078,0
936,26121600,0
937,26817942,0
938,13097936,0
939,0,0
940,2000000,0
941,2000000,0
942,2000000,0
943,0,0
944,2000000,0
945,0,0
946,6627270,0
947,2000000,0
948,2000000,0
949,2000000,0
950,2000000,0
951,2000000,0
952,2000000,0
953,2000000,0
954,2000000,0
955,2000000,0
956,2000000,0
957,2000000,0
958,2000000,0
959,2000000,0
960,10305576,0
961,10305576,0
962,10305576,0
963,2000000,0
964,2000000,0
965,2000000,0
966,2000000,0
967,2000000,0
968,2000000,0
969,17180838,0
970,41648180,0
971,41648180,0
972,41577452,0
973,41577452,0
974,41577452,0
975,31602486,0
976,22425008,0
977,22425008,0
978,26924078,0
979,26924078,0
980,26817942,0
981,26817942,0
982,0,0
983,2000000,0
984,2000000,0
985,2000000,0
986,2000000,0
987,0,0
988,2000000,0
989,2000000,0
990,0,0
991,2000000,0
992,2000000,0
993,2000000,0
994,2000000,0
995,2000000,0
996,2000000,0
997,2000000,0
998,2000000,0
999,2000000,0
1000,2000000,0
1001,2000000,0
1002,2000000,0
1003,2000000,0
1004,10305576,0
1005,10305576,0
1006,10305576,0
1007,2000000,0
1008,2000000,0
1009,2000000,0
1010,2000000,0
1011,2000000,0
1012,19934638,0
1013,46298164,0
1014,41648180,0
1015,41648180,0
1016,41577452,0
1017,41577452,0
1018,41577452,0
1019,31602486,0
1020,24184856,0
1021,24184856,0
1022,26924078,0
1023,25410258,0
1024,26817942,0
1025,13097936,0
1026,0,0
1027,0,0
1028,2000000,0
1029,2000000,0
1030,2000000,0
1031,2000000,0
1032,2000000,0
1033,2000000,0
1034,0,0
1035,2000000,0
1036,0,0
1037,0,0
1038,2000000,0
1039,2000000,0
1040,2000000,0
1041,2000000,0
1042,2000000,0
1043,2000000,0
1044,2000000,0
1045,2000000,0
1046,2000000,0
1047,2000000,0
1048,2000000,0
1049,2000000,0
1050,2000000,0
1051,10305576,0
1052,10305576,0
1053,10305576,0
1054,2000000,0
1055,2000000,0
1056,2000000,0
1057,2000000,0
1058,2000000,0
1059,19934638,0
1060,35962220,0
1061,46298164,0
1062,41648180,0
1063,41577452,0
1064,41577452,0
1065,41577452,0
1066,31602486,0
1067,24184856,0
1068,24184856,0
1069,26924078,0
1070,26924078,0
1071,26817942,0
1072,13097936,0
1073,13097936,0
1074,2000000,0
1075,0,0
1076,0,0
1077,2000000,0
1078,2000000,0
1079,2000000,0
1080,2000000,0
1081,2000000,0
1082,0,0
1083,0,0
1084,0,0
1085,2000000,0
1086,0,0
1087,2000000,0
1088,2000000,0
1089,2000000,0
1090,2000000,0
1091,2000000,0
1092,2000000,0
1093,2000000,0
1094,2000000,0
1095,2000000,0
1096,2000000,0
1097,2000000,0
1098,2000000,0
1099,2000000,0
1100,2000000,0
1101,2000000,0
1102,2000000,0
1103,2000000,0
1104,2000000,0
1105,2000000,0
1106,2000000,0
1107,19934638,0
1108,19934638,0
1109,46298164,0
1110,41648180,0
1111,41648180,0
1112,41577452,0
1113,46949828,0
1114,41577452,0
1115,27822034,0
1116,24184856,0
1117,24184856,0
1118,19503470,0
1119,13665556,0
1120,10903520,0
1121,10903520,0
1122,7923662,0
1123,2000000,0
1124,0,0
1125,2000000,0
1126,0,0
1127,2000000,0
1128,2000000,0
1129,2000000,0
1130,2000000,0
1131,2000000,0
1132,2000000,0
1133,0,0
1134,0,0
1135,2000000,0
1136,2000000,0
1137,0,0
1138,0,0
1139,2000000,0
1140,2000000,0
1141,2000000,0
1142,2000000,0
1143,2000000,0
1144,2000000,0
1145,2000000,0
1146,2000000,0
1147,2000000,0
1148,2000000,0
1149,2000000,0
1150,2000000,0
1151,2000000,0
1152,2000000,0
1153,2000000,0
1154,2000000,0
1155,2000000,0
1156,2000000,0
1157,2000000,0
1158,2000000,0
1159,2000000,0
1160,19934638,0
1161,38716016,0
1162,46298164,0
1163,41648180,0
1164,41577452,0
1165,41577452,0
1166,46949828,0
1167,27822034,0
1168,24184856,0
1169,24184856,0
1170,19503470,0
1171,13665556,0
1172,10903520,0
1173,10903520,0
1174,7923662,0
1175,7923662,0
1176,2000000,0
1177,2000000,0
1178,0,0
1179,0,0
1180,0,0
1181,0,0
1182,0,0
1183,0,0
1184,0,0
1185,2000000,0
1186,2000000,0
1187,2000000,0
1188,2000000,0
1189,2000000,0
1190,2000000,0
1191,0,0
1192,2000000,0
1193,2000000,0
1194,2000000,0
1195,0,0
1196,2000000,0
1197,2000000,0
1198,2000000,0
1199,2000000,0
1200,2000000,0
1201,2000000,0
1202,2000000,0
1203,2000000,0
1204,2000000,0
1205,2000000,0
1206,2000000,0
1207,2000000,0
1208,2000000,0
1209,2000000,0
1210,2000000,0
1211,2000000,0
1212,2000000,0
1213,2000000,0
1214,2000000,0
1215,2000000,0
1216,2000000,0
1217,19934638,0
1218,34087484,0
1219,46298164,0
1220,41854948,0
1221,44466124,0
1222,41577452,0
1223,46949828,0
1224,46949828,0
1225,27822034,0
1226,24184856,0
1227,24184856,0
1228,17734646,0
1229,13665556,0
1230,0,0
1231,9720680,0
1232,7923662,0
1233,2000000,0
1234,2000000,0
1235,2000000,0
1236,2000000,0
1237,2000000,0
1238,0,0
1239,2000000,0
1240,2000000,0
1241,2000000,0
1242,2000000,0
1243,2000000,0
1244,2000000,0
1245,2000000,0
1246,2000000,0
1247,0,0
1248,0,0
1249,2000000,0
1250,2000000,0
1251,0,0
1252,0,0
1253,2000000,0
1254,2000000,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,2000000,0
1260,2000000,0
1261,2000000,0
1262,2000000,0
1263,2000000,0
1264,2000000,0
1265,2000000,0
1266,2000000,0
1267,2000000,0
1268,2000000,0
1269,2000000,0
1270,2000000,0
1271,2000000,0
1272,2000000,0
1273,2000000,0
1274,2000000,0
1275,2000000,0
1276,2000000,0
1277,2000000,0
1278,2000000,0
1279,2000000,0
1280,34087484,0
1281,38716016,0
1282,46298164,0
1283,41854948,0
1284,44466124,0
1285,41577452,0
1286,46949828,0
1287,27822034,0
1288,24184856,0
1289,24184856,0
1290,17734646,0
1291,13665556,0
1292,7733903,0
1293,0,0
1294,9720680,0
1295,7923662,0
1296,2000000,0
1297,2000000,0
1298,0,0
1299,0,0
1300,2000000,0
1301,0,0
1302,0,0
1303,2000000,0
1304,2000000,0
1305,2000000,0
1306,2000000,0
1307,2000000,0
1308,2000000,0
1309,2000000,0
1310,2000000,0
1311,2000000,0
1312,2000000,0
1313,0,0
1314,2000000,0
1315,0,0
1316,0,0
1317,0,0
1318,2000000,0
1319,2000000,0
1320,2000000,0
1321,2000000,0
1322,2000000,0
1323,2000000,0
1324,2000000,0
1325,2000000,0
1326,2000000,0
1327,2000000,0
1328,2000000,0
1329,2000000,0
1330,2000000,0
1331,2000000,0
1332,2000000,0
1333,2000000,0
1334,2000000,0
1335,2000000,0
1336,2000000,0
1337,2000000,0
1338,2000000,0
1339,34087484,0
1340,34087484,0
1341,52590348,0
1342,44053184,0
1343,44466124,0
1344,40751924,0
1345,30976844,0
1346,30976844,0
1347,27822034,0
1348,26228886,0
1349,24184856,0
1350,0,0
1351,7733903,0
1352,0,0
1353,0,0
1354,0,0
1355,2000000,0
1356,2000000,0
1357,2000000,0
1358,2000000,0
1359,2000000,0
1360,2000000,0
1361,2000000,0
1362,2000000,0
1363,2000000,0
1364,2000000,0
1365,2000000,0
1366,2000000,0
1367,2000000,0
1368,2000000,0
1369,0,0
1370,2000000,0
1371,2000000,0
1372,0,0
1373,2000000,0
1374,2000000,0
1375,2000000,0
1376,2000000,0
1377,2000000,0
1378,2000000,0
1379,2000000,0
1380,2000000,0
1381,2000000,0
1382,2000000,0
1383,2000000,0
1384,2000000,0
1385,2000000,0
1386,2000000,0
1387,2000000,0
1388,2000000,0
1389,2000000,0
1390,2000000,0
1391,2000000,0
1392,2000000,0
1393,2000000,0
1394,2000000,0
1395,2000000,0
1396,34087484,0
1397,38716016,0
1398,52590348,0
1399,44053184,0
1400,44466124,0
1401,40751924,0
1402,30976844,0
1403,30976844,0
1404,26228886,0
1405,24184856,0
1406,9088350,0
1407,0,0
1408,7733903,0
1409,0,0
1410,2000000,0
1411,2000000,0
1412,2000000,0
1413,2000000,0
1414,2000000,0
1415,0,0
1416,0,0
1417,0,0
1418,2000000,0
1419,2000000,0
1420,2000000,0
1421,2000000,0
1422,2000000,0
1423,2000000,0
1424,2000000,0
1425,2000000,0
1426,0,0
1427,2000000,0
1428,2000000,0
1429,2000000,0
1430,0,0
1431,0,0
1432,0,0
1433,2000000,0
1434,2000000,0
1435,2000000,0
1436,2000000,0
1437,2000000,0
1438,2000000,0
1439,2000000,0
1440,2000000,0
1441,2000000,0
1442,2000000,0
1443,2000000,0
1444,2000000,0
1445,2000000,0
1446,2000000,0
1447,2000000,0
1448,2000000,0
1449,2000000,0
1450,2000000,0
1451,2000000,0
1452,22057480,0
1453,32135646,0
1454,34087484,0
1455,36147176,0
1456,52590348,0
1457,44053184,0
1458,42430836,0
1459,40751924,0
1460,30976844,0
1461,30976844,0
1462,26787400,0
1463,26228886,0
1464,23171854,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,2000000,0
1471,2000000,0
1472,2000000,0
1473,0,0
1474,0,0
1475,11644144,0
1476,11644144,0
1477,11644144,0
1478,0,0
1479,0,0
1480,0,0
1481,0,0
1482,2000000,0
1483,0,0
1484,0,0
1485,0,0
1486,2000000,0
1487,2000000,0
1488,0,0
1489,0,0
1490,2000000,0
1491,2000000,0
1492,2000000,0
1493,2000000,0
1494,2000000,0
1495,2000000,0
1496,2000000,0
1497,2000000,0
1498,2000000,0
1499,2000000,0
1500,2000000,0
1501,2000000,0
1502,2000000,0
1503,2000000,0
1504,2000000,0
1505,2000000,0
1506,2000000,0
1507,2000000,0
1508,2000000,0
1509,2000000,0
1510,22057480,0
1511,32135646,0
1512,34087484,0
1513,38716016,0
1514,52590348,0
1515,44053184,0
1516,42430836,0
1517,40751924,0
1518,30976844,0
1519,26787400,0
1520,26228886,0
1521,23171854,0
1522,0,0
1523,0,0
1524,7733903,0
1525,0,0
1526,0,0
1527,2000000,0
1528,2000000,0
1529,0,0
1530,0,0
1531,0,0
1532,0,0
1533,0,0
1534,11644144,0
1535,11644144,0
1536,0,0
1537,2000000,0
1538,2000000,0
1539,0,0
1540,0,0
1541,2000000,0
1542,0,0
1543,2000000,0
1544,2000000,0
1545,0,0
1546,2000000,0
1547,0,0
1548,2000000,0
1549,2000000,0
1550,2000000,0
1551,2000000,0
1552,2000000,0
1553,2000000,0
1554,2000000,0
1555,2000000,0
1556,2000000,0
1557,2000000,0
1558,2000000,0
1559,2000000,0
1560,2000000,0
1561,2000000,0
1562,2000000,0
1563,2000000,0
1564,2000000,0
1565,2000000,0
1566,22057480,0
1567,32135646,0
1568,32135646,0
1569,47342680,0
1570,52590348,0
1571,52590348,0
1572,41765448,0
1573,27525526,0
1574,26652860,0
1575,26652860,0
1576,22825494,0
1577,21478552,0
1578,0,0
1579,2000000,0
1580,2000000,0
1581,0,0
1582,2000000,0
1583,11076517,0
1584,11076517,0
1585,11076517,0
1586,11644144,0
1587,11644144,0
1588,11644144,0
1589,0,0
1590,0,0
1591,0,0
1592,2000000,0
1593,0,0
1594,0,0
1595,0,0
1596,0,0
1597,2000000,0
1598,2000000,0
1599,2000000,0
1600,2000000,0
1601,2000000,0
1602,2000000,0
1603,2000000,0
1604,2000000,0
1605,2000000,0
1606,2000000,0
1607,2000000,0
1608,2000000,0
1609,2000000,0
1610,2000000,0
1611,2000000,0
1612,2000000,0
1613,2000000,0
1614,2000000,0
1615,2000000,0
1616,2000000,0
1617,22057480,0
1618,32135646,0
1619,32135646,0
1620,47342680,0
1621,52590348,0
1622,52590348,0
1623,39730160,0
1624,27525526,0
1625,26652860,0
1626,26427220,0
1627,22825494,0
1628,9476662,0
1629,2000000,0
1630,2000000,0
1631,0,0
1632,2000000,0
1633,2000000,0
1634,0,0
1635,7891800,0
1636,11076517,0
1637,11076517,0
1638,10832319,0
1639,11644144,0
1640,11644144,0
1641,0,0
1642,0,0
1643,0,0
1644,0,0
1645,0,0
1646,2000000,0
1647,2000000,0
1648,0,0
1649,0,0
1650,2000000,0
1651,2000000,0
1652,2000000,0
1653,2000000,0
1654,2000000,0
1655,2000000,0
1656,2000000,0
1657,2000000,0
1658,2000000,0
1659,2000000,0
1660,2000000,0
1661,2000000,0
1662,2000000,0
1663,2000000,0
1664,2000000,0
1665,2000000,0
1666,2000000,0
1667,10288032,0
1668,38048744,0
1669,38048744,0
1670,38048744,0
1671,47342680,0
1672,52590348,0
1673,52590348,0
1674,39994764,0
1675,30140828,0
1676,29878470,0
1677,29878470,0
1678,19593174,0
1679,19593174,0
1680,0,0
1681,0,0
1682,0,0
1683,9950343,0
1684,5931115,0
1685,7891800,0
1686,13073137,0
1687,11076517,0
1688,11076517,0
1689,11644144,0
1690,11644144,0
1691,9488523,0
1692,9488523,0
1693,0,0
1694,2000000,0
1695,0,0
1696,0,0
1697,2000000,0
1698,2000000,0
1699,2000000,0
1700,2000000,0
1701,2000000,0
1702,2000000,0
1703,2000000,0
