id1	id2	boundary
375	453	1241
376	414	1241
376	415	1241
376	454	1241
377	415	1241
377	416	1241
377	455	1241
378	416	1241
378	417	1241
378	456	1241
379	417	1241
379	418	1241
379	457	1241
380	418	1241
380	419	1241
380	458	1241
381	419	1241
381	420	1241
381	459	1241
382	420	1241
382	421	1241
382	460	1241
383	421	1241
383	422	1241
383	461	1241
384	422	1241
384	423	1241
384	462	1241
385	385	1241
385	423	1241
385	424	1241
385	463	1241
386	386	1241
386	425	1241
386	465	1241
387	426	1241
387	427	1241
387	466	1241
388	427	1241
388	428	1241
388	467	1241
389	428	1241
389	429	1241
389	468	1241
390	429	1241
390	430	1241
390	469	1241
391	430	1241
391	431	1241
391	470	1241
392	431	1241
392	432	1241
392	471	1241
393	432	1241
393	433	1241
393	472	1241
394	433	1241
394	434	1241
394	473	1241
395	434	1241
395	435	1241
395	474	1241
396	435	1241
396	436	1241
396	475	1241
397	436	1241
397	437	1241
397	476	1241
398	437	1241
398	438	1241
398	477	1241
399	438	1241
399	439	1241
399	478	1241
400	439	1241
400	440	1241
400	479	1241
401	440	1241
401	441	1241
401	480	1241
402	441	1241
402	442	1241
402	481	1241
403	442	1241
403	443	1241
403	482	1241
404	443	1241
404	444	1241
404	483	1241
405	444	1241
405	445	1241
405	484	1241
406	445	1241
406	446	1241
406	485	1241
407	446	1241
407	447	1241
407	486	1241
408	447	1241
408	448	1241
408	487	1241
409	448	1241
409	449	1241
409	488	1241
410	449	1241
410	450	1241
410	489	1241
411	450	1241
411	451	1241
411	490	1241
412	451	1241
412	452	1241
412	491	1241
413	452	1241
413	453	1241
413	492	1241
414	453	1241
414	454	1241
414	493	1241
415	454	1241
415	455	1241
415	494	1241
416	455	1241
416	456	1241
416	495	1241
417	456	1241
417	457	1241
417	496	1241
418	457	1241
418	458	1241
418	497	1241
419	458	1241
419	459	1241
419	498	1241
420	459	1241
420	460	1241
420	499	1241
421	460	1241
421	461	1241
421	500	1241
422	461	1241
422	462	1241
422	501	1241
423	462	1241
423	463	1241
423	502	1241
424	424	1241
424	463	1241
424	464	1241
424	503	1241
425	425	1241
425	464	1241
425	465	1241
425	504	1241
426	426	1241
426	466	1241
426	506	1241
427	466	1241
427	467	1241
427	507	1241
428	467	1241
428	468	1241
428	508	1241
429	468	1241
429	469	1241
429	509	1241
430	469	1241
430	470	1241
430	510	1241
431	470	1241
431	471	1241
431	511	1241
432	471	1241
432	472	1241
432	512	1241
433	472	1241
433	473	1241
433	513	1241
434	473	1241
434	474	1241
434	514	1241
435	474	1241
435	475	1241
435	515	1241
436	475	1241
436	476	1241
436	516	1241
437	476	1241
437	477	1241
437	517	1241
438	477	1241
438	478	1241
438	518	1241
439	478	1241
439	479	1241
439	519	1241
440	479	1241
440	480	1241
440	520	1241
441	480	1241
441	481	1241
441	521	1241
442	481	1241
442	482	1241
442	522	1241
443	482	1241
443	483	1241
443	523	1241
444	483	1241
444	484	1241
444	524	1241
445	484	1241
445	485	1241
445	525	1241
446	485	1241
446	486	1241
446	526	1241
447	486	1241
447	487	1241
447	527	1241
448	487	1241
448	488	1241
448	528	1241
449	488	1241
449	489	1241
449	529	1241
450	489	1241
450	490	1241
450	530	1241
451	490	1241
451	491	1241
451	531	1241
452	491	1241
452	492	1241
452	532	1241
453	492	1241
453	493	1241
453	533	1241
454	493	1241
454	494	1241
454	534	1241
455	494	1241
455	495	1241
455	535	1241
456	495	1241
456	496	1241
456	536	1241
457	496	1241
457	497	1241
457	537	1241
458	497	1241
458	498	1241
458	538	1241
459	498	1241
459	499	1241
459	539	1241
460	499	1241
460	500	1241
460	540	1241
461	500	1241
461	501	1241
461	541	1241
462	501	1241
462	502	1241
462	542	1241
463	502	1241
463	503	1241
463	543	1241
464	464	1241
464	503	1241
464	504	1241
464	544	1241
465	465	1241
465	504	1241
466	506	1241
466	507	1241
466	546	1241
467	507	1241
467	508	1241
467	547	1241
468	508	1241
468	509	1241
468	548	1241
469	509	1241
469	510	1241
469	549	1241
470	510	1241
470	511	1241
470	550	1241
471	511	1241
471	512	1241
471	551	1241
472	512	1241
472	513	1241
472	552	1241
473	513	1241
473	514	1241
473	553	1241
474	514	1241
474	515	1241
474	554	1241
475	515	1241
475	516	1241
475	555	1241
476	516	1241
476	517	1241
476	556	1241
477	517	1241
477	518	1241
477	557	1241
478	518	1241
478	519	1241
478	558	1241
479	519	1241
479	520	1241
479	559	1241
480	520	1241
480	521	1241
480	560	1241
481	521	1241
481	522	1241
481	561	1241
482	522	1241
482	523	1241
482	562	1241
483	523	1241
483	524	1241
483	563	1241
484	524	1241
484	525	1241
484	564	1241
485	525	1241
485	526	1241
485	565	1241
486	526	1241
486	527	1241
486	566	1241
487	527	1241
487	528	1241
487	567	1241
488	528	1241
488	529	1241
488	568	1241
489	529	1241
489	530	1241
489	569	1241
490	530	1241
490	531	1241
490	570	1241
491	531	1241
491	532	1241
491	571	1241
492	532	1241
492	533	1241
492	572	1241
493	533	1241
493	534	1241
493	573	1241
494	534	1241
494	535	1241
494	574	1241
495	535	1241
495	536	1241
495	575	1241
496	536	1241
496	537	1241
496	576	1241
497	537	1241
497	538	1241
497	577	1241
498	538	1241
498	539	1241
498	578	1241
499	539	1241
499	540	1241
499	579	1241
500	500	1241
500	540	1241
500	541	1241
501	541	1241
501	542	1241
501	580	1241
502	502	1241
502	542	1241
502	543	1241
503	503	1241
503	543	1241
503	544	1241
504	504	1241
504	544	1241
505	505	1241
505	545	1241
505	586	1241
506	506	1241
506	546	1241
506	587	1241
507	546	1241
507	547	1241
507	588	1241
508	547	1241
508	548	1241
508	589	1241
509	548	1241
509	549	1241
509	590	1241
510	549	1241
510	550	1241
510	591	1241
511	550	1241
511	551	1241
511	592	1241
512	551	1241
512	552	1241
512	593	1241
513	552	1241
513	553	1241
513	594	1241
514	553	1241
514	554	1241
514	595	1241
515	554	1241
515	555	1241
515	596	1241
516	555	1241
516	556	1241
516	597	1241
517	556	1241
517	557	1241
517	598	1241
518	557	1241
518	558	1241
518	599	1241
519	558	1241
519	559	1241
519	600	1241
520	559	1241
520	560	1241
520	601	1241
521	560	1241
521	561	1241
521	602	1241
522	561	1241
522	562	1241
522	603	1241
523	562	1241
523	563	1241
523	604	1241
524	563	1241
524	564	1241
524	605	1241
525	564	1241
525	565	1241
525	606	1241
526	565	1241
526	566	1241
526	607	1241
527	566	1241
527	567	1241
527	608	1241
528	567	1241
528	568	1241
528	609	1241
529	568	1241
529	569	1241
529	610	1241
530	569	1241
530	570	1241
530	611	1241
531	570	1241
531	571	1241
531	612	1241
532	571	1241
532	572	1241
532	613	1241
533	572	1241
533	573	1241
533	614	1241
534	573	1241
534	574	1241
534	615	1241
535	574	1241
535	575	1241
535	616	1241
536	575	1241
536	576	1241
536	617	1241
537	576	1241
537	577	1241
537	618	1241
538	577	1241
538	578	1241
538	619	1241
539	578	1241
539	579	1241
539	620	1241
540	540	1241
540	579	1241
540	621	1241
541	541	1241
541	580	1241
542	542	1241
542	580	1241
542	622	1241
543	543	1241
544	544	1241
545	545	1241
545	585	1241
545	586	1241
545	629	1241
546	587	1241
546	588	1241
546	630	1241
547	588	1241
547	589	1241
547	631	1241
548	589	1241
548	590	1241
548	632	1241
549	590	1241
549	591	1241
549	633	1241
550	591	1241
550	592	1241
550	634	1241
551	592	1241
551	593	1241
551	635	1241
552	593	1241
552	594	1241
552	636	1241
553	594	1241
553	595	1241
553	637	1241
554	595	1241
554	596	1241
554	638	1241
555	596	1241
555	597	1241
555	639	1241
556	597	1241
556	598	1241
556	640	1241
557	598	1241
557	599	1241
557	641	1241
558	599	1241
558	600	1241
558	642	1241
559	600	1241
559	601	1241
559	643	1241
560	601	1241
560	602	1241
560	644	1241
561	602	1241
561	603	1241
561	645	1241
562	603	1241
562	604	1241
562	646	1241
563	604	1241
563	605	1241
563	647	1241
564	605	1241
564	606	1241
564	648	1241
565	606	1241
565	607	1241
565	649	1241
566	607	1241
566	608	1241
566	650	1241
567	608	1241
567	609	1241
567	651	1241
568	609	1241
568	610	1241
568	652	1241
569	610	1241
569	611	1241
569	653	1241
570	611	1241
570	612	1241
570	654	1241
571	612	1241
571	613	1241
571	655	1241
572	613	1241
572	614	1241
572	656	1241
573	614	1241
573	615	1241
573	657	1241
574	615	1241
574	616	1241
574	658	1241
575	616	1241
575	617	1241
575	659	1241
576	617	1241
576	618	1241
576	660	1241
577	618	1241
577	619	1241
577	661	1241
578	619	1241
578	620	1241
578	662	1241
579	620	1241
579	621	1241
579	663	1241
580	580	1241
580	622	1241
581	581	1241
581	623	1241
581	665	1241
582	582	1241
582	624	1241
582	625	1241
582	669	1241
583	583	1241
583	625	1241
583	626	1241
583	670	1241
584	584	1241
584	626	1241
584	627	1241
584	671	1241
585	585	1241
585	628	1241
585	629	1241
585	673	1241
586	586	1241
586	629	1241
586	674	1241
587	587	1241
587	630	1241
587	675	1241
588	630	1241
588	631	1241
588	676	1241
589	631	1241
589	632	1241
589	677	1241
590	632	1241
590	633	1241
590	678	1241
591	633	1241
591	634	1241
591	679	1241
592	634	1241
592	635	1241
592	680	1241
593	635	1241
593	636	1241
593	681	1241
594	636	1241
594	637	1241
594	682	1241
595	637	1241
595	638	1241
595	683	1241
596	638	1241
596	639	1241
596	684	1241
597	639	1241
597	640	1241
597	685	1241
598	640	1241
598	641	1241
598	686	1241
599	641	1241
599	642	1241
599	687	1241
600	642	1241
600	643	1241
600	688	1241
601	643	1241
601	644	1241
601	689	1241
602	644	1241
602	645	1241
602	690	1241
603	645	1241
603	646	1241
603	691	1241
604	646	1241
604	647	1241
604	692	1241
605	647	1241
605	648	1241
605	693	1241
606	648	1241
606	649	1241
606	694	1241
607	649	1241
607	650	1241
607	695	1241
608	650	1241
608	651	1241
608	696	1241
609	651	1241
609	652	1241
609	697	1241
610	652	1241
610	653	1241
610	698	1241
611	653	1241
611	654	1241
611	699	1241
612	654	1241
612	655	1241
612	700	1241
613	655	1241
613	656	1241
613	701	1241
614	656	1241
614	657	1241
614	702	1241
615	657	1241
615	658	1241
615	703	1241
616	658	1241
616	659	1241
616	704	1241
617	659	1241
617	660	1241
617	705	1241
618	660	1241
618	661	1241
618	706	1241
619	661	1241
619	662	1241
619	707	1241
620	662	1241
620	663	1241
620	708	1241
621	621	1241
621	663	1241
621	664	1241
621	709	1241
622	622	1241
623	623	1241
623	665	1241
623	710	1241
624	624	1241
624	668	1241
624	669	1241
624	714	1241
625	625	1241
625	669	1241
625	670	1241
625	715	1241
626	626	1241
626	670	1241
626	671	1241
626	716	1241
627	627	1241
627	671	1241
627	672	1241
627	717	1241
628	628	1241
628	672	1241
628	673	1241
628	718	1241
629	673	1241
629	674	1241
629	719	1241
630	675	1241
630	676	1241
630	720	1241
631	676	1241
631	677	1241
631	721	1241
632	677	1241
632	678	1241
632	722	1241
633	678	1241
633	679	1241
633	723	1241
634	679	1241
634	680	1241
634	724	1241
635	680	1241
635	681	1241
635	725	1241
636	681	1241
636	682	1241
636	726	1241
637	682	1241
637	683	1241
637	727	1241
638	683	1241
638	684	1241
638	728	1241
